"","Article.Title","Key.Author","Date.Published","News.Outlet","Preview","Link","All.Authors"
"596","
        
            Repairs complete on Moore County substations, power returning
        
    ","David Boraks","2022-12-07","wunc_fm","Duke Energy on Wednesday morning finished repairing and testing two electrical substations in Moore County that were damaged by gunfire Saturday. The company says just over 10,000 customers remained without power as of midday, and those were expected to be brought back online over the afternoon and evening. The substations were knocked out in attacks that cut power to about 45,000 customers initially.","<a href='https://www.wunc.org/2022-12-07/repairs-done-on-moore-county-substations-power-coming-b' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"597","
        
            Repairs complete on Moore County substations, power returning
        
    ","David Boraks","2022-12-07","whqr","Duke Energy on Wednesday morning finished repairing and testing two electrical substations in Moore County that were damaged by gunfire Saturday. The company says just over 10,000 customers remained without power as of midday, and those were expected to be brought back online over the afternoon and evening. The substations were knocked out in attacks that cut power to about 45,000 customers initially.","<a href='https://www.whqr.org/2022-12-07/repairs-done-on-moore-county-substations-power-coming-b' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"598","
        
            Repairs complete on Moore County substations, power returning
        
    ","David Boraks","2022-12-07","bpr","Duke Energy on Wednesday morning finished repairing and testing two electrical substations in Moore County that were damaged by gunfire Saturday. The company says just over 10,000 customers remained without power as of midday, and those were expected to be brought back online over the afternoon and evening. The substations were knocked out in attacks that cut power to about 45,000 customers initially.","<a href='https://www.bpr.org/2022-12-07/repairs-done-on-moore-county-substations-power-coming-b' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"599","
        
            Repairs complete on Moore County substations, power returning
        
    ","David Boraks","2022-12-07","wfae","Duke Energy on Wednesday morning finished repairing and testing two electrical substations in Moore County that were damaged by gunfire Saturday. The company says just over 10,000 customers remained without power as of midday, and those were expected to be brought back online over the afternoon and evening. The substations were knocked out in attacks that cut power to about 45,000 customers initially.","<a href='https://www.wfae.org/energy-environment/2022-12-07/repairs-done-on-moore-county-substations-power-coming-b' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"600","
        
            Gov. Cooper says Moore County attack signals a 'new threat level'
        
    ","David Boraks","2022-12-06","whqr","Governor Roy Cooper says he wants utilities to ramp up electric grid security following Saturday’s attack on two electrical substations in Moore County, North Carolina, that knocked out power to about 45,000 customers. At a news conference Monday, Cooper said the state will consider new strategies to keep the state’s infrastructure safe. ""This kind of attack raises a new level of threat.","<a href='https://www.whqr.org/2022-12-06/gov-cooper-says-moore-county-attack-signals-a-new-threat-level' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"601","
        
            Gov. Cooper says Moore County attack signals a 'new threat level'
        
    ","David Boraks","2022-12-06","wfae","Governor Roy Cooper says he wants utilities to ramp up electric grid security following Saturday’s attack on two electrical substations in Moore County, North Carolina, that knocked out power to about 45,000 customers. At a news conference Monday, Cooper said the state will consider new strategies to keep the state’s infrastructure safe. ""This kind of attack raises a new level of threat.","<a href='https://www.wfae.org/energy-environment/2022-12-06/gov-cooper-says-moore-county-attack-signals-a-new-threat-level' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"602","
        
            Moore County attack shows U.S. electric grid's 'Achilles' heel'
        
    ","David Boraks","2022-12-05","bpr","Authorities say it's still too early to say who fired gunshots into a pair of Duke Energy substations in central North Carolina, or why. But experts say the attack is a warning sign of the electric grid's vulnerability to people with bad intentions. The sheriff in Moore County, about 100 miles east of Charlotte, said Saturday night's attacks were targeted. The attackers knew what they were doing to hit critical equipment.","<a href='https://www.bpr.org/2022-12-05/moore-county-attack-shows-u-s-electric-grids-achilles-heel' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"603","
        
            Moore County attack shows U.S. electric grid's 'Achilles' heel' 
        
    ","David Boraks","2022-12-05","whqr","Authorities say it's still too early to say who fired gunshots into a pair of Duke Energy substations in central North Carolina, or why. But experts say the attack is a warning sign of the electric grid's vulnerability to people with bad intentions. The sheriff in Moore County, about 100 miles east of Charlotte, said Saturday night's attacks were targeted. The attackers knew what they were doing to hit critical equipment.","<a href='https://www.whqr.org/2022-12-05/moore-county-attack-shows-u-s-electric-grids-achilles-heel' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"604","
        
            Moore County attack shows U.S. electric grid's 'Achilles' heel' 
        
    ","David Boraks","2022-12-05","wunc_fm","Authorities say it's still too early to say who fired gunshots into a pair of Duke Energy substations in central North Carolina, or why. But experts say the attack is a warning sign of the electric grid's vulnerability to people with bad intentions. The sheriff in Moore County, about 100 miles east of Charlotte, said Saturday night's attacks were targeted. The attackers knew what they were doing to hit critical equipment.","<a href='https://www.wunc.org/2022-12-05/moore-county-attack-shows-u-s-electric-grids-achilles-heel' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"605","
        
            Moore County attack shows U.S. electric grid's 'Achilles' heel' 
        
    ","David Boraks","2022-12-05","wfae","Authorities say it's still too early to say who fired gunshots into a pair of Duke Energy substations in central North Carolina, or why. But experts say the attack is a warning sign of the electric grid's vulnerability to people with bad intentions. The sheriff in Moore County, about 100 miles east of Charlotte, said Saturday night's attacks were targeted. The attackers knew what they were doing to hit critical equipment.","<a href='https://www.wfae.org/energy-environment/2022-12-05/moore-county-attack-shows-u-s-electric-grids-achilles-heel' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"606","
        
            Thousands get power back, but many more will be in the dark for days in Moore County
        
    ","David Boraks","2022-12-05","wfae","Duke Energy says about 7,000 customers in Moore County got power back overnight after someone shot critical equipment at two substations over the weekend. But Duke spokesman Jeff Brooks said 38,000 customers are still without power as of Monday morning. ""We could see some more customers coming on in the next day or so. But the vast majority will need until about Wednesday or Thursday, to be restored due to the repairs that we're having to do and the equipment we have to replace,"" Brooks said.","<a href='https://www.wfae.org/energy-environment/2022-12-05/thousands-get-power-back-but-many-more-will-be-in-the-dark-for-days-in-moore-county' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"607","
        
            North Carolina governor says electric trucks are key to cutting climate pollution
        
    ","David Boraks","2022-12-02","wunc_fm","The electric vehicle industry is growing across the U.S. and in North Carolina, mainly as sales of electric passenger vehicles speed up. But what about bigger vehicles? Gov. Roy Cooper said this week state officials are drafting new rules that could get more electric medium- and heavy-duty trucks and buses on state roads. In October, Cooper issued Executive Order 271 calling for state environmental regulators to come up with what are called Advanced Clean Trucks regulations by May 15, 2023.","<a href='https://www.wunc.org/2022-12-02/north-carolina-governor-says-electric-trucks-are-key-to-cutting-climate-pollution' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"608","
        
            North Carolina governor says electric trucks are key to cutting climate pollution
        
    ","David Boraks","2022-12-02","whqr","The electric vehicle industry is growing across the U.S. and in North Carolina, mainly as sales of electric passenger vehicles speed up. But what about bigger vehicles? Gov. Roy Cooper said this week state officials are drafting new rules that could get more electric medium- and heavy-duty trucks and buses on state roads. In October, Cooper issued Executive Order 271 calling for state environmental regulators to come up with what are called Advanced Clean Trucks regulations by May 15, 2023.","<a href='https://www.whqr.org/2022-12-02/north-carolina-governor-says-electric-trucks-are-key-to-cutting-climate-pollution' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"609","
        
            North Carolina governor says electric trucks are key to cutting climate pollution
        
    ","David Boraks","2022-12-02","wfae","The electric vehicle industry is growing across the U.S. and in North Carolina, mainly as sales of electric passenger vehicles speed up. But what about bigger vehicles? Gov. Roy Cooper said this week state officials are drafting new rules that could get more electric medium- and heavy-duty trucks and buses on state roads. In October, Cooper issued Executive Order 271 calling for state environmental regulators to come up with what are called Advanced Clean Trucks regulations by May 15, 2023.","<a href='https://www.wfae.org/energy-environment/2022-12-02/north-carolina-governor-says-electric-trucks-are-key-to-cutting-climate-pollution' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"610","
        
            North Carolina governor says electric trucks are key to cutting climate pollution
        
    ","David Boraks","2022-12-02","bpr","The electric vehicle industry is growing across the U.S. and in North Carolina, mainly as sales of electric passenger vehicles speed up. But what about bigger vehicles? Gov. Roy Cooper said this week state officials are drafting new rules that could get more electric medium- and heavy-duty trucks and buses on state roads. In October, Cooper issued Executive Order 271 calling for state environmental regulators to come up with what are called Advanced Clean Trucks regulations by May 15, 2023.","<a href='https://www.bpr.org/2022-12-02/north-carolina-governor-says-electric-trucks-are-key-to-cutting-climate-pollution' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"611","
        
            Home buyers should be told about past flood damage, groups say
        
    ","David Boraks","2022-12-01","wunc_fm","Home sellers in North Carolina have to tell buyers if their properties are in a flood zone, but they don't have to say if homes have been damaged by flooding. As climate change brings more intense storms, environmental groups want to change that. Seven groups represented by the Southern Environmental Law Center have asked the state Real Estate Commission to adopt rules requiring disclosure of past flood damage.","<a href='https://www.wunc.org/2022-12-01/home-buyers-should-be-told-about-past-flood-damage-groups-say' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"612","
        
            Home buyers should be told about past flood damage, groups say
        
    ","David Boraks","2022-12-01","whqr","Home sellers in North Carolina have to tell buyers if their properties are in a flood zone, but they don't have to say if homes have been damaged by flooding. As climate change brings more intense storms, environmental groups want to change that. Seven groups represented by the Southern Environmental Law Center have asked the state Real Estate Commission to adopt rules requiring disclosure of past flood damage.","<a href='https://www.whqr.org/2022-12-01/home-buyers-should-be-told-about-past-flood-damage-groups-say' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"613","
        
            Home buyers should be told about past flood damage, groups say
        
    ","David Boraks","2022-12-01","bpr","Home sellers in North Carolina have to tell buyers if their properties are in a flood zone, but they don't have to say if homes have been damaged by flooding. As climate change brings more intense storms, environmental groups want to change that. Seven groups represented by the Southern Environmental Law Center have asked the state Real Estate Commission to adopt rules requiring disclosure of past flood damage.","<a href='https://www.bpr.org/2022-12-01/home-buyers-should-be-told-about-past-flood-damage-groups-say' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"614","
        
            Home buyers should be told about past flood damage, groups say
        
    ","David Boraks","2022-12-01","wfae","Home sellers in North Carolina have to tell buyers if their properties are in a flood zone, but they don't have to say if homes have been damaged by flooding. As climate change brings more intense storms, environmental groups want to change that. Seven groups represented by the Southern Environmental Law Center have asked the state Real Estate Commission to adopt rules requiring disclosure of past flood damage.","<a href='https://www.wfae.org/energy-environment/2022-12-01/home-buyers-should-be-told-about-past-flood-damage-groups-say' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"615","
        
            Duke Energy Progress rates rise 9.9% because of higher fuel costs
        
    ","David Boraks","2022-11-30","whqr","Electricity rates will rise 9.9% on Thursday for Duke Energy Progress customers in Asheville, Raleigh and eastern North Carolina, because of higher costs for natural gas. Duke says the increase will drop back to 9.3% on Jan. 1, when other rate adjustments for energy efficiency take effect. The changes will add $11.70 to the monthly bill for a typical residential customer using 1,000 kilowatt hours per month.","<a href='https://www.whqr.org/2022-11-30/duke-energy-progress-rates-rise-9-9-because-of-higher-fuel-costs' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"616","
        
            Duke Energy Progress rates rise 9.9% because of higher fuel costs
        
    ","David Boraks","2022-11-30","wunc_fm","Electricity rates will rise 9.9% on Thursday for Duke Energy Progress customers in Asheville, Raleigh and eastern North Carolina, because of higher costs for natural gas. Duke says the increase will drop back to 9.3% on Jan. 1, when other rate adjustments for energy efficiency take effect. The changes will add $11.70 to the monthly bill for a typical residential customer using 1,000 kilowatt hours per month.","<a href='https://www.wunc.org/2022-11-30/duke-energy-progress-rates-rise-9-9-because-of-higher-fuel-costs' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"617","
        
            Duke Energy Progress rates rise 9.9% because of higher fuel costs
        
    ","David Boraks","2022-11-30","bpr","Electricity rates will rise 9.9% on Thursday for Duke Energy Progress customers in Asheville, Raleigh and eastern North Carolina, because of higher costs for natural gas. Duke says the increase will drop back to 9.3% on Jan. 1, when other rate adjustments for energy efficiency take effect. The changes will add $11.70 to the monthly bill for a typical residential customer using 1,000 kilowatt hours per month.","<a href='https://www.bpr.org/2022-11-30/duke-energy-progress-rates-rise-9-9-because-of-higher-fuel-costs' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"618","
        
            Duke Energy Progress rates rise 9.9% because of higher fuel costs
        
    ","David Boraks","2022-11-30","wfae","Electricity rates will rise 9.9% on Thursday for Duke Energy Progress customers in Asheville, Raleigh and eastern North Carolina, because of higher costs for natural gas. Duke says the increase will drop back to 9.3% on Jan. 1, when other rate adjustments for energy efficiency take effect. The changes will add $11.70 to the monthly bill for a typical residential customer using 1,000 kilowatt hours per month.","<a href='https://www.wfae.org/energy-environment/2022-11-30/duke-energy-progress-rates-rise-9-9-because-of-higher-fuel-costs' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"619","
        
            Charlotte's solar challenges follow a trend with similar  projects
        
    ","David Boraks","2022-11-29","bpr","A solar farm project that was supposed to help the City of Charlotte meet its climate goals is now uncertain after developers said they need a 25% price increase to keep it financially viable. It's one of many nationwide stalled by economic and social headwinds. Four years ago, the Charlotte City Council set a goal of powering all its buildings and vehicles with carbon-free electricity by 2030.","<a href='https://www.bpr.org/2022-11-29/charlottes-solar-challenges-follow-a-trend-with-similar-projects' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"620","
        
            Charlotte's solar challenges follow a trend with similar  projects
        
    ","David Boraks","2022-11-29","wunc_fm","A solar farm project that was supposed to help the City of Charlotte meet its climate goals is now uncertain after developers said they need a 25% price increase to keep it financially viable. It's one of many nationwide stalled by economic and social headwinds. Four years ago, the Charlotte City Council set a goal of powering all its buildings and vehicles with carbon-free electricity by 2030.","<a href='https://www.wunc.org/2022-11-29/charlottes-solar-challenges-follow-a-trend-with-similar-projects' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"621","
        
            Charlotte's solar challenges follow a trend with similar  projects
        
    ","David Boraks","2022-11-29","whqr","A solar farm project that was supposed to help the City of Charlotte meet its climate goals is now uncertain after developers said they need a 25% price increase to keep it financially viable. It's one of many nationwide stalled by economic and social headwinds. Four years ago, the Charlotte City Council set a goal of powering all its buildings and vehicles with carbon-free electricity by 2030.","<a href='https://www.whqr.org/2022-11-29/charlottes-solar-challenges-follow-a-trend-with-similar-projects' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"622","
        
            Charlotte's solar challenges follow similar  projects' rising costs
        
    ","David Boraks","2022-11-29","wfae","A solar farm project that was supposed to help the City of Charlotte meet its climate goals is now uncertain after developers said they need a 25% price increase to keep it financially viable. It's one of many nationwide stalled by economic and social headwinds. Four years ago, the Charlotte City Council set a goal of powering all its buildings and vehicles with carbon-free electricity by 2030.","<a href='https://www.wfae.org/energy-environment/2022-11-29/charlottes-solar-challenges-follow-a-trend-with-similar-projects' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"623","
        
            City faces a decision as costs for its planned solar farm rise 25%
        
    ","David Boraks","2022-11-29","wunc_fm","Rising equipment costs at a proposed solar farm in Iredell County are threatening the city of Charlotte's goal to switch city buildings to 100% carbon-free electricity by 2030. Two years ago, the city contracted a company called Ecoplexus to build the project, which would supply solar power through Duke Energy. But Ecoplexus now says it needs a 25% cost increase or it will default on the project.","<a href='https://www.wunc.org/2022-11-29/city-faces-a-decision-as-costs-for-its-planned-solar-farm-rise-25' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"624","
        
            City faces a decision as costs for its planned solar farm rise 25%
        
    ","David Boraks","2022-11-29","wfae","Rising equipment costs at a proposed solar farm in Iredell County are threatening the city of Charlotte's goal to switch city buildings to 100% carbon-free electricity by 2030. Two years ago, the city contracted a company called Ecoplexus to build the project, which would supply solar power through Duke Energy. But Ecoplexus now says it needs a 25% cost increase or it will default on the project.","<a href='https://www.wfae.org/energy-environment/2022-11-29/city-faces-a-decision-as-costs-for-its-planned-solar-farm-rise-25' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"625","
        
            City faces a decision as costs for its planned solar farm rise 25%
        
    ","David Boraks","2022-11-29","whqr","Rising equipment costs at a proposed solar farm in Iredell County are threatening the city of Charlotte's goal to switch city buildings to 100% carbon-free electricity by 2030. Two years ago, the city contracted a company called Ecoplexus to build the project, which would supply solar power through Duke Energy. But Ecoplexus now says it needs a 25% cost increase or it will default on the project.","<a href='https://www.whqr.org/2022-11-29/city-faces-a-decision-as-costs-for-its-planned-solar-farm-rise-25' target=""_blank"">Link to Article</a>","
    By David Boraks
        
            
    Verified


        
    
"
"626","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","wmur","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.wmur.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"627","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","kesq","By Drew Kann and Ella Nilsen, CNNAs a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country’s infrastructure is already at risk of being shut down by flooding. And as the planet heats up, the threat is expected to grow.","<a href='https://kesq.com/news/2021/10/10/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"628","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","cnn","(CNN)As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding. And as the planet heats up, the threat is expected to grow.","<a href='https://www.cnn.com/2021/10/11/weather/infrastructure-flood-risk-climate-first-street/index.html' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"629","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","kcci","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.kcci.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"630","
        
            USA - 25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","coastalnewstoday","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding. And as the planet heats up, the threat is expected to grow.","<a href='https://www.coastalnewstoday.com/post/usa-25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"631","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","wjcl","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.wjcl.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"632","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","wlky","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.wlky.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"633","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","wgal","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.wgal.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"634","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","wisn","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.wisn.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"635","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","ketv","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.ketv.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"636","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","kocooc","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.koco.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"637","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","mor-tv","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.mor-tv.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"638","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","wpbf","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.wpbf.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"639","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","wmtw","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.wmtw.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"640","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","wxii12","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.wxii12.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"641","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","wbalbalt","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.wbaltv.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"642","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","ksbw","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.ksbw.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"643","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","kmbc","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.kmbc.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"644","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","wvtm13","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.wvtm13.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
"645","
        
            25% of all critical infrastructure in the US is at risk of failure due to flooding, new report finds
        
    ","Drew Kann","2021-10-11","4029tv","As a massive investment to repair roads and adapt to climate change faces an uncertain fate in Congress, a new report finds much of the country's infrastructure is already at risk of being shut down by flooding.","<a href='https://www.4029tv.com/article/25-of-all-critical-infrastructure-in-the-us-is-at-risk-of-failure-due-to-flooding-new-report-finds/37921226' target=""_blank"">Link to Article</a>","
    By Drew Kann
        
            
    Verified


        
    , Ella Nilsen
        
            
    Verified


        
    
"
