"","Article Title","Key Author","Date Published","News Outlet","Preview","Link","All Authors"
"2323","
        
            New River Conservancy hosts Splash for Cash fundraiser
        
    ","Marisa Mecke",2021-09-01,"ashepostandtimes","JEFFERSON— Looking to continue protecting and cleaning the New River, the New River Conservancy hosted the Splash for Cash, its annual river cleanup fundraiser, on Aug. 28. In a flotilla starting from Zaloo’s Canoes, Kayaks & Tubes in Jefferson, participants in the Splash for Cash paddled and floated down the river and enjoyed a waterside lunch together.","<a href='https://www.ashepostandtimes.com/ashe/new-river-conservancy-hosts-splash-for-cash-fundraiser/article_c7d8f72a-61dd-5ff6-b4ac-a11bbafa19c9.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2324","
        
            Avery County BOE decides teachers will wear masks, plexiglass to be installed in classrooms
        
    ","Marisa Mecke",2021-09-01,"averyjournal","AVERY COUNTY— The Avery County Board of Education decided at their Aug. 31 meeting to have all K-12 teachers wear masks and to install plexiglass dividers for teachers in close contact with students starting on Thursday, Sept. 2. According to Avery County Schools Superintendent Dr. Dan Brigman, the most frequent use of plexiglass will most likely be at the middle and elementary school levels.","<a href='https://www.averyjournal.com/news/avery-county-boe-decides-teachers-will-wear-masks-plexiglass-to-be-installed-in-classrooms/article_0b30da58-c34f-5aaa-95ff-98308ae42a13.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2325","
        
            One year in the animal complaint records of Avery County
        
    ","Marisa Mecke",2021-09-01,"averyjournal","AVERY COUNTY — While the Avery County Board of Commissioners declined to fund an animal services position in the county Sheriff’s Office, the board asked Sheriff Kevin Frye to provide monthly reports of documented animal complaints to the board.","<a href='https://www.averyjournal.com/news/one-year-in-the-animal-complaint-records-of-avery-county/article_f32b7c63-c876-5605-9618-d8e366524897.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2326","
        
            New River Conservancy hosts Splash for Cash fundraiser
        
    ","Marisa Mecke",2021-09-01,"wataugademocrat","JEFFERSON— Looking to continue protecting and cleaning the New River, the New River Conservancy hosted the Splash for Cash, its annual river cleanup fundraiser, on Aug. 28. In a flotilla starting from Zaloo’s Canoes, Kayaks & Tubes in Jefferson, participants in the Splash for Cash paddled and floated down the river and enjoyed a waterside lunch together.","<a href='https://www.wataugademocrat.com/news/new-river-conservancy-hosts-splash-for-cash-fundraiser/article_9624cbf0-a215-513e-bff1-15385ab44ea1.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2327","
        
            Fellowship breakfast gathers community members at Banner Elk Cafe
        
    ","Marisa Mecke",2021-09-01,"averyjournal","BANNER ELK — From animal services to return rates at the county jail, community members in Avery County are always looking for ways to work together for improvement. Jim Swinkola, community liaison for the High Country Charitable Foundation, brought together a large group of Avery residents and more to discuss issues the county is facing and to network solutions together.","<a href='https://www.averyjournal.com/news/fellowship-breakfast-gathers-community-members-at-banner-elk-cafe/article_0110a3e2-3ee9-544a-bb20-d175694ef945.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2328","
        
            Avery Board of Commissioners hosts planning workshop
        
    ","Marisa Mecke",2021-08-31,"averyjournal","NEWLAND — Discussing at length many of the agenda items that have been on the docket all summer, the Avery County Board of Commissioners held a workshop on Thursday, Aug. 26, to consider their plans surrounding important budget items such as the American Rescue Plan, the North Carolina opioid settlement and more. Avery County received almost $3.5 million from the American Rescue Plan, a federal stimulus bill to help local communities recover from the economic impacts of the COVID-19 pandemic.","<a href='https://www.averyjournal.com/news/avery-board-of-commissioners-hosts-planning-workshop/article_8acd5905-329b-569e-808b-819c9b4f0ad2.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2329","
        
            Ensemble Stage performs 'The Business of Murder'
        
    ","Marisa Mecke",2021-08-31,"averyjournal","BANNER ELK— In a twisting, surprising tale of murder, drama lovers of Avery returned to the theater to see Ensemble Stage’s production of ""The Business of Murder."" After time off due to the COVID-19 pandemic, the theater group returned this summer with a strong lineup of shows including shows for children such as ""The Princess and the Pea,"" as well as for adults, such as ""Beer for Breakfast"" and ""The Business of Murder."" A psychological thriller of murder, revenge and deceit, the three-actor...","<a href='https://www.averyjournal.com/news/ensemble-stage-performs-the-business-of-murder/article_6c2e5448-a418-565a-bbbe-70bc3caeaa40.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2330","
        
            FL - Environmental groups sue Army Corps of Engineers over Okefenokee swamp protections
        
    ","Marisa Mecke",2021-08-26,"coastalnewstoday","Those acres are the proposed site for Alabama-based Twin Pines Minerals' titanium dioxide mine that environmental groups and experts argue will devastate the black water swamp.","<a href='https://www.coastalnewstoday.com/post/fl-environmental-groups-sue-army-corps-of-engineers-over-okefenokee-swamp-protections'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2331","
        
            Boone floods during remnants of tropical storm Fred, harms water quality
        
    ","Marisa Mecke",2021-08-25,"wataugademocrat","BOONE — It was high tide at the Boone Mall the night of Aug. 17 as the remnants of tropical storm Fred made its way through the High Country. Although Boone residents are coming to expect flooding during storm events, the physical and environmental damages of the floods are causing continued harm to the town. The town of Boone has a local river gauge dashboard tracking water levels at three different sites in town. The gauge labels “major” flooding at 7 feet.","<a href='https://www.wataugademocrat.com/news/boone-floods-during-remnants-of-tropical-storm-fred-harms-water-quality/article_9f641c34-9c26-5876-ac32-58c317d6fe8e.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2332","
        
            Volunteers dedicate Reflections Garden at Cannon Memorial Hospital
        
    ","Marisa Mecke",2021-08-25,"wataugademocrat","LINVILLE — The last 18 months have been incredibly challenging for health care workers, but Charles A. Cannon, Jr. Memorial Hospital is looking to provide a calming spot for these workers, as well as patients and visitors, to relax with the introduction of its new Reflections Garden.","<a href='https://www.wataugademocrat.com/volunteers-dedicate-reflections-garden-at-cannon-memorial-hospital/article_5fd1b484-58df-5bc7-9ebf-e71348012dcf.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2333","
        
            AJT celebrates Best of the Best with local businesses, community members
        
    ","Marisa Mecke",2021-08-25,"averyjournal","AVERY COUNTY — From the best accountant to the best women’s clothing store, residents of Avery voted to highlight the businesses, business owners and employees who have made Avery a wonderful place to live in the 2021 Avery County Best of the Best. Local business owners and employees gathered on Thursday, Aug. 12, to celebrate the Best of the Best, the county-wide competition hosted by The Avery Journal-Times in which locals vote for their favorite businesses.","<a href='https://www.averyjournal.com/news/ajt-celebrates-best-of-the-best-with-local-businesses-community-members/article_fb296ddd-a380-5d5a-8b27-6684a1f87e97.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2334","
        
            Conservationists look to bring new venus flytrap license plate to North Carolina
        
    ","Marisa Mecke",2021-08-24,"wataugademocrat","RALEIGH — The North Carolina Botanical Garden and Friends of Plant Conservation are working together to bring a bright, new license plate to NC drivers featuring one of the state’s most distinctive, native plants: the Venus fly trap.","<a href='https://www.wataugademocrat.com/news/conservationists-look-to-bring-new-venus-flytrap-license-plate-to-north-carolina/article_6deaed9f-2a83-5a1f-8b42-a8106ffa1587.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2335","
        
            Conservationists look to bring new venus flytrap license plate to North Carolina
        
    ","Marisa Mecke",2021-08-24,"averyjournal","RALEIGH — The North Carolina Botanical Garden and Friends of Plant Conservation are working together to bring a bright, new license plate to NC drivers featuring one of the state’s most distinctive, native plants: the Venus flytrap.","<a href='https://www.averyjournal.com/news/conservationists-look-to-bring-new-venus-flytrap-license-plate-to-north-carolina/article_66f3805e-d8fb-56d5-9d5f-10130757cfd1.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2336","
        
            As renovations continue, classes begin at ACHS for 2021-22 school year
        
    ","Marisa Mecke",2021-08-24,"averyjournal","AVERY — After a series of delays, on Thursday, Aug. 19, Avery High School returned to classes for the 2021-22 school year. While the start date for AHS was originally pushed back to Wednesday, Aug. 18, by the Avery County Board of Education due to concerns about the renovation delays, the intense storms and flooding caused by Tropical Storm Fred canceled classes for all Avery County students for another day, finally allowing the school to open for students on Thursday, Aug. 19.","<a href='https://www.averyjournal.com/news/as-renovations-continue-classes-begin-at-achs-for-2021-22-school-year/article_8a97ba5e-376f-55da-bc6d-f37030b78c67.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2337","
        
            Fine Arts and Master Crafts Festival returns to Sugar Mountain Resort
        
    ","Marisa Mecke",2021-08-18,"averyjournal","SUGAR MOUNTAIN — The second Fine Arts and Master Crafts Festival returned to Sugar Mountain this weekend featuring artists from all up and down the East Coast. Running from Friday to Sunday, Aug. 13 to 15, the festival had art of all mediums including pottery, jewelry, photography, painting and more.","<a href='https://www.averyjournal.com/news/fine-arts-and-master-crafts-festival-returns-to-sugar-mountain-resort/article_1129fc0e-034c-5a40-a497-591eeaaeeeb1.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2338","
        
            Cupcrazed Cakery opens on Blowing Rock Road
        
    ","Marisa Mecke",2021-08-17,"wataugademocrat","Boone just got a little sweeter with the opening of Cupcrazed Cakery, a bakery specializing in cupcakes. As the business is operating out of the bottom floor of The Standard apartment complex, Cupcrazed Cakery opened on Saturday, Aug. 14 — the same day the apartment complex welcomed Appalachian State University students for the new school year.","<a href='https://www.wataugademocrat.com/main_street/cupcrazed-cakery-opens-on-blowing-rock-road/article_26a8aff6-e1fb-5f45-9c9d-58a762fe853c.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2339","
        
            Cupcrazed Cakery opens on Blowing Rock Road
        
    ","Marisa Mecke",2021-08-17,"wataugademocrat","Boone just got a little sweeter with the opening of Cupcrazed Cakery, a bakery specializing in cupcakes. As the business is operating out of the bottom floor of The Standard apartment complex, Cupcrazed Cakery opened on Saturday, Aug. 14 — the same day the apartment complex welcomed Appalachian State University students for the new school year.","<a href='https://www.wataugademocrat.com/main_street/cupcrazed-cakery-opens-on-blowing-rock-road/article_26a8aff6-e1fb-5f45-9c9d-58a762fe853c.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2340","
        
            Avery County Schools open 2021-22 school year
        
    ","Marisa Mecke",2021-08-17,"averyjournal","AVERY COUNTY— Backpacks in tow, Avery County elementary and middle schoolers returned to classes for the 2021-22 school year. Avery County Schools Superintendent Dr. Dan Brigman noted that the first day of school across the county on Monday, Aug. 16, was a successful one. “By our assessment, our first day yielded very positive results. We’ve had a great start of the school year.” Brigman said.","<a href='https://www.averyjournal.com/news/avery-county-schools-open-2021-22-school-year/article_f1259cf8-dff6-51a4-bc70-7e1df053e5bf.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2341","
        
            Board of Education delays ACHS start date to August 18 due to renovation delays, make masks optional
        
    ","Marisa Mecke",2021-08-16,"averyjournal","NEWLAND — The Avery County Board of Education decided to delay the first day of school for Avery County High School until Wednesday, Aug. 18, due to delays in the construction schedule of the renovated high school building. Elementary and middle schools were not impacted by this decision and still began its school year on August 16. Additionally, the board decided to make masks optional in favor of allowing parents to make decisions for their children, according to board chair John Greene.","<a href='https://www.averyjournal.com/news/board-of-education-delays-achs-start-date-to-august-18-due-to-renovation-delays-make/article_556fe67f-551c-5cba-a57f-0a78674d3de3.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2342","
        
            Carey's Flat Wildlife Club hosts coonhound championships
        
    ","Marisa Mecke",2021-08-11,"averyjournal","CRANBERRY — Setting out into the night, hunters and their dogs searched the woods for raccoons while competing in the Avery County Coonhound Championships on Saturday, July 31, at the grounds of historic Cranberry High School. Demonstrating the dogs’ hunting abilities, hunters, guides and judges followed the canines through the forest to see how effectively their dogs could run raccoons up into trees.","<a href='https://www.averyjournal.com/news/community/careys-flat-wildlife-club-hosts-coonhound-championships/article_effcffad-36ac-589d-bfbe-d160198baec4.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2343","
        
            Avery County welcomes Gardner as new Veteran Services Officer
        
    ","Marisa Mecke",2021-08-11,"averyjournal","NEWLAND — Avery County is welcoming a new Veterans’ Services Officer, Stacey Gardner. Gardner, who is taking the place of the recently retired Georgia Henry, steps into a vital position in the county looking to help connect veterans with the resources Avery County has made available and ensure their success. “We have a large veteran community here in Avery County,” Gardner said.","<a href='https://www.averyjournal.com/news/avery-county-welcomes-gardner-as-new-veteran-services-officer/article_9c895954-02ae-584e-ade9-76f93e3b1efe.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2344","
        
            Board of Education delays ACHS start date to August 18 due to renovation delays, make masks optional
        
    ","Marisa Mecke",2021-08-11,"averyjournal","NEWLAND — The Avery County Board of Education decided to delay the first day of school for Avery County High School until Wednesday, Aug. 18, due to delays in the construction schedule of the renovated high school building. Elementary and middle schools are not impacted by this decision and will still begin its school year on August 16. Additionally, the board decided to make masks optional in favor of allowing parents to make decisions for their children, according to John Greene.","<a href='https://www.averyjournal.com/news/board-of-education-delays-achs-start-date-to-august-18-due-to-renovation-delays-make/article_cc53b2c1-aaa1-500f-b992-dd2923c6a95c.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2345","
        
            Watauga education leader, advocate participates in LatinxEd fellowship
        
    ","Marisa Mecke",2021-08-10,"wataugademocrat","WATAUGA — “I have come to the realization that when you come and work for others, like serving, that’s a way of self-care. I feel so much satisfaction from what I do,” said Yolanda Adams. Adams is a longtime resident of Boone and a fixture in Watauga County Schools, and beyond, for many families in the High Country.","<a href='https://www.wataugademocrat.com/news/watauga-education-leader-advocate-participates-in-latinxed-fellowship/article_2ad5ab05-ef98-505b-810a-50bf8701ac75.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2346","
        
            USFS discontinuing issuance of ginseng harvesting permits this year
        
    ","Marisa Mecke",2021-08-10,"wataugademocrat","HIGH COUNTRY— To the untrained eye, the stout plant with red berries is easy to pass by without notice on the forest floor. However, for many in the High Country going out into the woods in search of ginseng to harvest is a time honored ritual of autumn. This year, however, this tradition will not take place in national forests per an announcement by the United States Department of Agriculture Forest Service.","<a href='https://www.wataugademocrat.com/news/usfs-discontinuing-issuance-of-ginseng-harvesting-permits-this-year/article_d7555c1b-1316-530f-8425-c756f5343ca7.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2347","
        
            Local dance studio receives generous donation from fellow Avery County Chamber of Commerce business
        
    ","Marisa Mecke",2021-08-10,"averyjournal","NEWLAND — Through community connections, a locally owned dance studio in Newland has received a generous donation from a fellow Avery County small business. Robin Morgan at the Avery County Chamber of Commerce was able to connect Charlotte and John Dashkavich, owners of Down Home Antiques and Gifts, with a dance studio whose students needed help.","<a href='https://www.averyjournal.com/news/local-dance-studio-receives-generous-donation-from-fellow-avery-county-chamber-of-commerce-business/article_f293b0c4-d4cd-5a3f-8134-145795448164.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2348","
        
            Blue Ridge Horse Pull Association's competition at Avery Fairgrounds pulls large crowd
        
    ","Marisa Mecke",2021-08-10,"averyjournal","NEWLAND — Competitors at the Avery Fairgrounds were chomping at the bit to vie for first place at the third annual Avery County A&H Draft Horse Pull. The Belgian horses stood tall at the edge of the fairground as their trainers brought them in pairs to the center of the field where the horses competed to pull the most weight on a weighted sled.","<a href='https://www.averyjournal.com/news/blue-ridge-horse-pull-associations-competition-at-avery-fairgrounds-pulls-large-crowd/article_db5a07e0-0408-57de-a307-f0b2d11307e6.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2349","
        
            Grandfather Mountain State Park continues construction on new state-of-the-art exhibits
        
    ","Marisa Mecke",2021-08-10,"averyjournal","GRANDFATHER MOUNTAIN — Up on the mountain, Grandfather Mountain State Park is expanding. The popular destination for tourists, locals and students to explore the mountain’s environmental diversity is constructing new spaces for meetings, conferences and educational encounters in its Wilson Center featuring new, state-of-the-art interactive exhibits, meeting spaces and beautification of the area surrounding the building.","<a href='https://www.averyjournal.com/news/grandfather-mountain-state-park-continues-construction-on-new-state-of-the-art-exhibits/article_1e43e044-46df-53d5-aa27-3682147d6dab.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2350","
        
            Grandfather Mountain Stewardship Foundation continues construction on new state-of-the-art exhibits
        
    ","Marisa Mecke",2021-08-10,"averyjournal","GRANDFATHER MOUNTAIN — Up on the mountain, Grandfather Mountain Stewardship Foundation is expanding. The popular destination for tourists, locals and students to explore the mountain’s environmental diversity is constructing new spaces for meetings, conferences and educational encounters in its Wilson Center featuring new, state-of-the-art interactive exhibits, meeting spaces and beautification of the area surrounding the building.","<a href='https://www.averyjournal.com/news/grandfather-mountain-stewardship-foundation-continues-construction-on-new-state-of-the-art-exhibits/article_1e43e044-46df-53d5-aa27-3682147d6dab.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2351","
        
            Avery County Parks & Rec hosts 38th annual Tommy Burleson Basketball Camp
        
    ","Marisa Mecke",2021-08-10,"averyjournal","NEWLAND — The court at the Avery County Parks and Recreation Rock Gym was filled with the squeaking of tennis shoes and laughter of kids as the Tommy Burleson Basketball Camp returned after a year off from COVID-19. Returning for its 38th year, the camp invited elementary and middle school students to practice with Avery County legend of NC State University and Olympic fame, Tommy Burleson. While the camp is named after him, Burleson does not operate the camp alone.","<a href='https://www.averyjournal.com/sports/avery-county-parks-rec-hosts-38th-annual-tommy-burleson-basketball-camp/article_09c87871-915d-5710-b795-ccce652591d5.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2352","
        
            Smoke from Western fires wafts to region
        
    ","Marisa Mecke",2021-08-09,"wataugademocrat","HIGH COUNTRY— Residents of the High Country may have noticed a milky haze covering the summer skies recently. All over the country, smoke from wildfires in the west have swept across toward the east creating hazy days and redder sunsets. Since much of this smoke passing over the high country is well above the surface, the effect on surface level air quality has been less than one might expect.","<a href='https://www.wataugademocrat.com/news/smoke-from-western-fires-wafts-to-region/article_eceb7c44-966d-5ca8-a40b-0ac89f355d00.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2353","
        
            Maymead moves forward with U.S. 421 asphalt plant, Radford Quarries awaits court hearing
        
    ","Marisa Mecke",2021-08-05,"wataugademocrat","WATAUGA COUNTY — Boone area residents have spent years following the developments of two asphalt plants in Watauga County, one located on U.S. 421 by Deep Gap and another by Rainbow Trail in Boone. The completion of these two asphalt plants, however, is still not in the immediate future. Neither facility is set to begin construction soon, according to the Watauga County Director of Planning and Inspections Joe Furman. Furman said that Maymead Inc.","<a href='https://www.wataugademocrat.com/news/maymead-moves-forward-with-u-s-421-asphalt-plant-radford-quarries-awaits-court-hearing/article_b4c056ef-435c-5b7b-8c13-7c8065821c50.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2354","
        
            Watauga County Extension Office intern maps Strawberry Hill Arboretum
        
    ","Marisa Mecke",2021-08-05,"wataugademocrat","BOONE — Many Boone locals take to the winding path up the steep hill of Strawberry Hill Arboretum, but few know the trees of the arboretum better than Garret Rimmer. An App State graduate and current intern of the Watauga County Extension Office, Rimmer has spent the summer identifying, observing and cataloguing the variety of trees on Strawberry Hill to better understand the hill’s biodiversity and provide a guide for visitors to learn more about the unique flora the arboretum supplies.","<a href='https://www.wataugademocrat.com/news/watauga-county-extension-office-intern-maps-strawberry-hill-arboretum/article_34378e7a-09ac-5757-ac35-f01b2ca82ead.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2355","
        
            New River Conservancy hosts annual meeting
        
    ","Marisa Mecke",2021-08-05,"wataugademocrat","INDEPENDENCE, Va. — On Sunday, July 25, the New River Conservancy hosted its annual meeting in Independence, Va., to celebrate the organization’s accomplishments, give awards to dedicated volunteers and bring together the three-state community of the New River. “Our annual meeting has been going on longer than anybody can remember,” said Elizabeth Underwood, the executive director of NRC — a nonprofit dedicated to protecting the New River and its watershed.","<a href='https://www.wataugademocrat.com/news/new-river-conservancy-hosts-annual-meeting/article_9abb6f47-38da-5dbb-b7e4-54c40c20aacc.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2356","
        
            Smoke from Western fires wafts to region
        
    ","Marisa Mecke",2021-08-04,"ashepostandtimes","HIGH COUNTRY— Residents of the high country may have noticed a milky haze covering the summer skies recently. All over the country, smoke from wildfires in the west have swept across toward the east creating hazy days and redder sunsets. Since much of this smoke passing over the high country is well above the surface, the effect on surface level air quality has been less than one might expect.","<a href='https://www.ashepostandtimes.com/news/smoke-from-western-fires-wafts-to-region/article_1fd17175-9f80-5c04-a706-b4ebcc6da25e.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2357","
        
            Local business Tarpestry spearheads river cleanup
        
    ","Marisa Mecke",2021-08-03,"wataugademocrat","SUGAR GROVE — Knee-deep in the Watauga River, volunteers picked up metal, plastic and more in a river cleanup on July 31 organized by Ted Swartzbaugh, local business owner of the Tarpestry, an outdoor goods company. The very first recipient of micro-grant funding from Continuum Consulting Services LLC, Swartzbaugh said the cleanup day was a “pilot” for what he hopes to be a larger community event in the future. Swartzbuagh said the idea came to him as an event the community could rally around.","<a href='https://www.wataugademocrat.com/news/local-business-tarpestry-spearheads-river-cleanup/article_f21221f5-1283-5d56-b61d-db7af21380da.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2358","
        
            Commissioners honor 15-year county employees, talks housing and employment
        
    ","Marisa Mecke",2021-08-03,"averyjournal","NEWLAND — “We have a full house today,” observed county manager Phillip Barrier at the outset of the August 2 meeting of Avery County Commissioners at the County Administrative Building. The meeting kicked off with the county taking time to honor the employees who have worked for Avery County for 15 years.","<a href='https://www.averyjournal.com/news/government/commissioners-honor-15-year-county-employees-talks-housing-and-employment/article_c6213e83-000e-53a8-8c8f-c1d3ce2f764c.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2359","
        
            National Farmers Market Week at the Avery County Farmers Market
        
    ","Marisa Mecke",2021-08-03,"averyjournal","1 of 6
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
   Visitors mill about the different stands of the Avery County Farmers Market.    
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
   Knob Hill Goat Dairy LLC started as a quarantine project but now is a full-time gig. In its first season, the Burke County producer is working to expand its range of products and reach new customers.","<a href='https://www.averyjournal.com/news/national-farmers-market-week-at-the-avery-county-farmers-market/article_7247b773-a0c0-5b8c-af13-0548f33ae4d2.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2360","
        
            Avery County school resource officers attend statewide conference
        
    ","Marisa Mecke",2021-08-03,"averyjournal","AVERY— From preventing tragic violence to addressing vaping in schools, Avery County’s school resource officers receive continuous training to be up to date on the methods and means of protecting and promoting students in the county’s schools. This year, SROs Tim Winters and Luis Sanchez attended the annual North Carolina Association of School Resource Officers 2021 Conference in Wilmington.","<a href='https://www.averyjournal.com/news/avery-county-school-resource-officers-attend-statewide-conference/article_91ceb91c-c167-5bba-b8f8-d8943e8389a3.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2361","
        
            Camp Linn Haven distributes backpack, school supplies at back to school bash
        
    ","Marisa Mecke",2021-07-31,"averyjournal","NEWLAND— Cars crossed the wooden bridge over the creek into Camp Linn Haven on July 29 for its back-to-school backpack donation drive. Each summer for the last four years, the Christian summer camp in Newland has fundraised to provide school supplies to families in need in Avery County during its high school servant event weeks. Camp manager Teirsa Lane said this year they were able to provide 700 backpacks full of school supplies for Avery County students.","<a href='https://www.averyjournal.com/news/camp-linn-haven-distributes-backpack-school-supplies-at-back-to-school-bash/article_8c26debb-7c55-5f42-9157-b695cdef5c5d.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2362","
        
            NCDEQ unveils new landslide mapping website
        
    ","Marisa Mecke",2021-07-29,"wataugademocrat","BOONE — On U.S. 321 headed out of Boone, drivers will notice a yellow, diamond-shaped road sign declaring “Falling Rocks.” Not indicated on the sign, though, is how often are falling rocks at this location a danger and when might those rocks move? Many scientists in North Carolina are currently at work to isolate the risk of landslides in not only this location but across the state.","<a href='https://www.wataugademocrat.com/news/ncdeq-unveils-new-landslide-mapping-website/article_50cae8fc-60a9-5fa5-8fa6-8c4f8e8b4b51.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2363","
        
            Board of Education and Board of Commissioners walk through Avery County High School renovations
        
    ","Marisa Mecke",2021-07-27,"averyjournal","NEWLAND — After a long wait, an end is in sight for the renovations of the Avery County High School. On Friday, July 23, the Avery County Board of Education and Avery Board of Commissioners had a walk through of the new sections of the high school to see the progress of the renovations for themselves. Noticeably deviating from the pod infrastructure of the earlier constructed portions of the high school, the new sections include a large entry atrium and long, spacious hallways.","<a href='https://www.averyjournal.com/news/board-of-education-and-board-of-commissioners-walk-through-avery-county-high-school-renovations/article_1e6969c2-7663-5a92-a010-a2681f42f076.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2364","
        
            Seven Devils considers new park construction, budget
        
    ","Marisa Mecke",2021-07-24,"wataugademocrat","SEVEN DEVILS — Preparing for the first phases of construction, the town council for the town of Seven Devils met on July 13 for its regular council meeting, which heavily focused on construction plans for the new recreation area and town hall. Earlier this summer, the council sent out three bids for contractors to complete the construction project.","<a href='https://www.wataugademocrat.com/news/seven-devils-considers-new-park-construction-budget/article_f1e7fc97-255d-5d90-8dc9-d2d173863d84.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2365","
        
            Seven Devils considers new park construction, budget
        
    ","Marisa Mecke",2021-07-21,"averyjournal","SEVEN DEVILS — Preparing for the first phases of construction, the town council for the Town of Seven Devils met on July 13 for its regular council meeting which heavily focused on construction plans for the new recreation area and town hall. Earlier this summer, the council sent out three bids for contractors to complete the construction project.","<a href='https://www.averyjournal.com/news/seven-devils-considers-new-park-construction-budget/article_b007f121-ea3f-5f77-9179-84567338676c.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2366","
        
            Feeding Avery Families hosts food distribution, prepares for Mercedes raffle
        
    ","Marisa Mecke",2021-07-21,"averyjournal","NEWLAND — On Friday, July 16, Feeding Avery Families hosted its monthly food distribution to support families in need in the county. The organization recently received a donation of a 1983 Mercedes 380 SL Roadster which will be raffled off for a drawing on August 26. All proceeds of the raffle go to support Feeding Avery Families.","<a href='https://www.averyjournal.com/news/feeding-avery-families-hosts-food-distribution-prepares-for-mercedes-raffle/article_9e009c53-e2b5-5dd0-8434-96ed6ba7a953.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
"2367","
        
            Highlanders return: Crossnore celebrates Crossnore High School reunion
        
    ","Marisa Mecke",2021-07-21,"averyjournal","CROSSNORE — The 102-year celebration of Crossnore High School brought together generations of Highlanders to the Crossnore Campus Gym. The Crossnore High School operated from 1919 to 1968, and more than 100 individuals attended the reunion, including students in attendance from as far back as the class of 1947. The group included four of the high school’s teachers, as well as members of most graduating classes since 1947, with the exceptions of the classes of 1949 and 1960.","<a href='https://www.averyjournal.com/news/highlanders-return-crossnore-celebrates-crossnore-high-school-reunion/article_a9ae5533-4899-563f-9141-f245811f0367.html'>Link to Article</a>","
    By Marisa Mecke
        
            
    Verified


        
    
"
